compound_id,smiles_raw,iupac_name,lcms_text,provenance_file,provenance_sheet,provenance_row,flag_asterisk
Example 505,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3COC[C@H]3O)=C/C2=C1,"2-amino-N-((3R,4S)-4-hydroxytetrahydro-3- furanyl)-3-methy l-N-((5-(trifluoromethy 1)-2- pyridinyl)methyl)-6-quinolinecarboxamide",447.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,269,nan
Example 506,CC1=CC2=C(CN(CC3=NC=C(C(F)(F)F)C=C3)C(=O)C3=C/C4=CC(C)=C(N)N=C4/C=C\3)C=CN=C2N1,"2-amino-3-methyl-N-((2-methyl-lH- pyrrolo[2,3-b]pyridin-4-yl)methyl)-N-((5- (trifluorome thy 1)-2 -py ridiny l)methy 1)-6- quinolinecarboxamide",505,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,270,nan
Example 507,COC[C@@H](C)N(CC1=NC=C(C(F)(F)F)C=C1)C(=O)C1=CC2=C/C(C)=C(N)\N=C\2C=C1,2-amino-N-((2R)-l-methoxy-2-propanyl)-3- methyl-N-((5-(trifluoromethy 1)-2- pyridinyl)methyl)-6-quinolinecarboxamide,433,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,271,nan
Example 508,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)F)C=N3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-amino-N-((5-(difluoromethyl)-2- pyridinyl)methyl)-3-methyl-N-((lR)-l-(2- pyrimidinyl)ethyl)-6-quinolinecarboxamide,449.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,272,nan
Example 509,CC1=NC(C(F)(F)F)=CC=C1CN(C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1)[C@H](C)C1=NC=CC=N1,2-amino-3-methyl-N-((2-methyl-6- (trifluorome thy 1)-3 -py ridiny l)methy 1) -N - ((1 R)-1 -(2-pyrimidinyl)ethy 1)-6- quinolinecarboxamide,481.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,273,nan
Example 510,CC1=C(N)\N=C2\C=CC(C(=O)N(CC3=CC=C(C(F)(F)F)N=N3)[C@H](C)C3=C(F)C=CC=N3)=C\C2=C\1,2-amino-N-((lR)-l-(3-fluoro-2- pyridinyl)ethyl)-3-methyl-N-((6- (trifluoromethyl)-3-pyridazinyl)methyl)-6- quinolinecarboxamide,485.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,274,nan
Example 511,COCC(COC)N(CC1=NC=C(C(F)(F)F)C=C1)C(=O)C1=CC2=C\C(C)=C(N)/N=C\2C=C1,"2-amino-N-(l,3-dimethoxy-2-propanyl)-3- methyl-N-((5-(trifluoromethy 1)-2- pyridinyl)methyl)-6-quinolinecarboxamide",463.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,275,nan
Example 512,C[C@H](C1=NC=CC=N1)N(CC1=NC=C(C(F)(F)F)C=C1)C(=O)C1=C/C2=CC(Br)=C(N)N=C2/N=C\1,"7-amino-6-bromo-N-((lR)-1-(2- pyrimidinyl)ethyl)-N-((5-(trifluoromethyl)-2- pyridiny l)methyl)-1,8-naphthyridine-3 - carboxamide",532/534,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,276,nan
Example 513,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC(C#N)=CC=N3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-amino-N-((4-cyano-2-pyridinyl)methyl)-3- methyl-N-((lR)-l-(2-pyrimidinyl)ethyl)-6- quinolinecarboxamide,424,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,277,nan
Example 514,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=CC=C(Br)N=N3)[C@H](C)C3=NC=CS3)=C\C2=C\1,"2-amino-N-((6-bromo-3-pyridazinyl)methyl)- 3-methy 1-N-((1R)-1 -(1,3-thiazol-2-yl)ethy 1)-6- quinolinecarboxamide",483/485,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,278,nan
Example 515a,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(F)(F)F)N=N3)C3CCOC4=C3N=C(F)C=C4)=C/C=C\2N=C1N,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,299,nan
Example 515,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(F)(F)F)N=N3)[C@@H]3CCOC4=C3N=C(F)C=C4)=C/C=C\2N=C1N,"(R)-2-amino-N-(6-fluoro-3,4-dihydro-2H-pyrano[3,2-b]pyridin-4-yl)-3- methyl-N-((6-(trifluoromethyl)pyridazin-3-yl)methyl)quinoline-6-carboxamide",513.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,300,nan
Example 516,CC[C@H](C1=NC=CC=N1)N(CC1=CN=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-3-methyl-N-((lR)-l-(2- pyrimidinyl)propyl)-N-((5- (trifluoromethy 1)-2- pyrazinyl)methy 1)-6- quinolinecarboxamide,482.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,301,nan
Example 517,COC1=CC=C(CN(C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2)[C@H](C)C2=NC=CC=N2)N=N1,2-amino-N-((6-methoxy-3- pyridaziny l)methy 1) -3 -methy 1-N - ((1R)-1 -(2-pyrimidiny l)ethy 1)-6- quinolinecarboxamide,430,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,302,nan
Example 518,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NN=C(C(F)(F)F)C=C3)[C@@H](C3=NC=CC=N3)C3CC3)=C/C2=C1,2-amino-N-((R)-cyclopropyl(2- pyrimidiny l)methy 1)-3 -methyl- N-((6-(trifluoromethy 1)-3- pyridazinyl)methyl)-6- quinolinecarboxamide,494.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,303,nan
Example 519,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C#N)C=N3)[C@@H]3CCOC4=C3/N=C\C=C/4)=C/C2=C1,"2-amino-N-((5-cyano-2- py ridiny l)methy 1) -N-((4R) -3,4- dihydro-2H-pyrano[3,2- b]pyridin-4-yl)-3-methyl-6- quinolinecarboxamide",451,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,304,nan
Example 520,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)N=N3)[C@@H]3CCOC4=C3N=CC=C4)=C/C2=C1,"2 -amino -N-((4 R) -3,4 -dihydro - 2H-pyrano[3,2-b]pyridin-4-yl)-3- methyl-N-((6-(trifluoromethyl)- 3 -pyridaziny l)methy 1)-6- quinolinecarboxamide",495.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,305,nan
Example 521,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCCC4=C3/N=C\C=N/4)=C/C2=C1,"2-amino-3-methyl-N-((5R)- 5,6,7,8-tetrahydro-5- quinoxalinyl)-N-((5- (trifluoromethy 1)-2- pyridinyl)methyl)-6- quinolinecarboxamide",493.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,306,nan
Example 522,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@H]3CCCC4=C3/N=C\C=N/4)=C/C2=C1,"2-amino-3-methyl-N-((5 S)- 5,6,7,8-tetrahydro-5- quinoxalinyl)-N-((5- (trifluoromethy 1)-2- pyridinyl)methyl)-6- quinolinecarboxamide",493.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,307,nan
Example 523,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C#N)C=N3)[C@@H]3CCCN4/N=C\N=C\34)=C/C2=C1,"2-amino-N-((5-cyano-2- pyridiny l)methy 1) -3 -methy 1-N - ((8R)-5,6,7,8- tetrahy dro [ 1,2,4]triazolo [ 1,5 - a]pyridin-8-yl)-6- quinolinecarboxamide",439.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,308,nan
Example 524,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=NC=CC=C3F)[C@H]3COC4=CC(C(F)(F)F)=CC=C43)=C\C2=C\1,"2-amino-N-((3-fluoro-2- pyridiny l)methy 1) -3 -methy 1-N - ((3 R) - 6- (trifluoromethy 1)-2,3- dihydro-l-benzofuran-3-yl)-6- quinolinecarboxamide",497.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,309,nan
Example 525,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)N=N3)[C@H](C)C3=C(Cl)C=CC=N3)=C/C2=C1,2-amino-N-((lR)-l-(3-chloro-2- pyridinyl)ethyl)-3-methyl-N-((6- (trifluoromethy 1)-3- pyridazinyl)methyl)-6- quinolinecarboxamide,501.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,310,nan
Example 526,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=CC(C(F)(F)F)=N3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-amino-3-methyl-N-((lR)-l-(2- pyrimidinyl)ethyl)-N-((6- (trifluoromethy 1)-2- pyridinyl)methyl)-6- quinolinecarboxamide,467.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,311,nan
Example 527,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCCC4=C3NN=C4)=C/C2=C1,"2-amino-3-methyl-N-((7R)- 4,5,6,7-tetrahydro-lH-indazol-7- yl)-N-((5-(trifluoromethyl)-2- pyridinyl)methyl)-6- quinolinecarboxamide",481.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,312,nan
Example 528,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@H](C)C3=NC=C(F)C=N3)=C/C2=C1,2-amino-N-((lR)-l-(5 -fluoro-2- pyrimidinyl)ethyl)-3-methyl-N- ((5-(trifluoromethyl)-2- pyridinyl)methyl)-6- quinolinecarboxamide,485,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,313,nan
Example 529,CO/C=C(\C1=NC=CC=C1)N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-N-((lR)-2-methoxy-l- (2-pyridinyl)ethyl)-3-methyl-N- ((5-(trifluoromethyl)-2- pyridinyl)methyl)-6- quinolinecarboxamide,496.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,314,nan
Example 530,COC[C@H](C1=NC=CC=C1)N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-N-((l S)-2-methoxy- l- (2-pyridinyl)ethyl)-3-methyl-N- ((5-(trifluoromethyl)-2- pyridinyl)methyl)-6- quinolinecarboxamide,496.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,315,nan
Example 531,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C#N)C=N3)[C@H](C)C3=NN(C)C=N3)=C/C2=C1,"2-amino-N-((5-cyano-2- pyridiny l)methy 1) -3 -methy 1-N - ((lR)-l-(l-methyl-lH-l,2,4- triazol-3 -yl)ethy 1)-6- quinolinecarboxamide",427.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,316,nan
Example 532,CC1=C(N)\N=C2\C=CC(C(=O)N(CC3=CC=C(C(F)F)C=N3)[C@H](C)C3=NN(C)C=N3)=C\C2=C\1,"2-amino-N-((5 -(difluoromethyl) - 2-pyridinyl)methyl)-3-methyl-N- ((lR)-l-(l-methyl-lH-l,2,4- triazol-3 -yl)ethy 1)-6- quinolinecarboxamide",452,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,317,nan
Example 533,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=CC=C(C(F)(F)F)N=N3)[C@H](C)C3=CSC=N3)=C\C2=C\1,"2-amino-3-methyl-N-((lR)-l- (l,3-thiazol-4-yl)ethyl)-N-((6- (trifluoromethy 1)-3- pyridazinyl)methyl)-6- quinolinecarboxamide",473.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,318,nan
Example 534,CC1=NC([C@@H](C)N(CC2=CC=C(C(F)F)C=N2)C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2)=NO1,"2-amino-N-((5 -(difluoromethyl) - 2-pyridinyl)methyl)-3-methyl-N- ((lR)-l-(5-methyl-l,2,4- oxadiazol-3-yl)ethy 1)-6- quinolinecarboxamide",453.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,319,nan
Example 535,C[C@H](C1=NN(C)C=N1)N(CC1=NC=C(C(F)F)C=C1)C(=O)C1=C/C2=CC(Br)=C(N)N=C2/N=C\1,"7-amino-6-bromo-N-((5- (difluoromethyl)-2- py ridiny l)methy 1) -N-(( 1R) -1-(1- methy 1-1H-1,2,4-triazol-3 - y l)ethy 1)-1,8-naphthyridine-3 - carboxamide",517/519,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,320,nan
Example 536,CC1=C(N)/N=C2/C=CC(C(=O)N(CC3=CC=C(Br)N=N3)[C@H](C)C3=NN(C)C=N3)=C/C2=C\1,"2-amino-N-((6-bromo-3- py ridaziny l)methy 1) -3 -methy 1-N - ((lR)-l-(l-methyl-lH-l,2,4- triazol-3 -yl)ethy 1)-6- quinolinecarboxamide",481/483,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,321,nan
Example 537,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C(F)C=CC=N3)=C/N=C\2N=C1N,"7-amino-N-((3-fluoropyridin-2-yl)methyl)-6-methyl-N-((5- (trifluoromethyl)pyridin-2-yl)methyl)-l,8-naphthyridine-3-carboxamide",471,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,334,nan
Example 538,CC1=C(N)N=C2/N=C\C(C(=O)N(CC3=NC=C(C(F)(F)F)C=C3)[C@H](C)C3=NC=CN=C3)=C/C2=C1,"7-amino-6-methyl-N-((lR)-l-(2-pyrazinyl)ethyl)-N-((5-(trifluoiOmethyl)-2- pyridinyl)methyl)-l,8-naphthyridine-3-carboxamide",468.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,335,nan
Example 539,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC(C)C)=C(C)\C=C\2N=C1N,"2-amino-N-isobutyl-3,7-dimethyl-N-((5-(trifluoromethyl)pyridin-2- yl)methyl)quinoline-6-carboxamide",431.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,336,nan
Example 540,NC1C(=CC2C(=CC=C(C=2)C(=O)N(C(C)C2N=CC=CC=2F)CC2N=CC(*C3CC3)=CC=2)N=1)C,(R)-2-amino-N-((5-(cyclopropylsulfonyl)pyridin-2-yl)methyl)-N-(l-(3- fluoropyridin-2-yl)ethyl)-3-methylquinoline-6-carboxamide,520,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,337,nan
Example 541,NC1C(C)=CC2C(=CC=C(C(=O)N(C(C)C3N=CC=CC=3F)CC3N=CC(*C)=CC=3)C=2)N=1,(R)-2-amino-N-((5-(methylsulfonyl)pyridin-2-yl)methyl)-N-(l-(3- fluoropyridin-2-yl)ethyl)-3-methylquinoline-6-carboxamide,494.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,338,nan
Example 542,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C#N)C=N3)[C@H](C)C3=C(F)C=CC=N3)=C\C=C\2N=C1N,(R)-2-amino-N-((5-cyanopyridin-2-yl)methyl)-N-(l-(3-fluoropyridin-2- yl)ethyl)-3-methylquinoline-6-carboxamide,441.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,339,nan
Example 543,C#CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@H](C)C3=C(F)C=CC=N3)=C/N=C\2N=C1N,"(R)-7-amino-6-ethynyl-N-(l-(3-fluoropyridin-2-yl)ethyl)-N-((5- (trifluoromethyl)pyridin-2-yl)methyl)-l,8-naphthyridine-3-carboxamide",495,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,340,nan
Example 544,C[C@H](C1=NC=CC=N1)N(CC1=NC=C(C(F)(F)F)C=C1)C(=O)C1=C/C2=C(\C=C/1)N=C(N)C(I)=C2,(R)-2-amino-3-iodo-N-(l-(pyrimidin-2-yl)ethyl)-N-((5- (trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide,578.9,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,341,nan
Example 545a,COC1=CC=C(CNC2=NC3=C(/C=C(C(=O)N(CC4=CC=C(C#N)C=N4)[C@H](C)C4=NC=CC=N4)\C=C/3)C(C)=C2C)C=C1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,342,nan
Example 545,CC1=C(C)C2=C(/C=C\C(C(=O)N(CC3=CC=C(C#N)C=N3)[C@H](C)C3=NC=CC=N3)=C/2)N=C1N,"2-amino-N-((5-cyano-2-pyridinyl)methyl)-3,4-dimethyl-N-((lR)-l-(2- pyrimidinyl)ethyl)-6-quinolinecarboxamide",438.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,343,nan
Example 546,CC1=CC2=C/C(C(=O)N(CC3=NC=C(C4CC4)C=C3)CC(C)C)=C\C=C\2N=C1N,2-amino-N-((5-cyclopropyl-2-pyridinyl)methyl)-3-methyl-N-(2- methylpropyl)-6-quinolinecarboxamide,389,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,344,nan
Example 547,CC1=CC2=C\C(C(=O)N(CC3=NC=C(C4=CCN(C(=O)OC(C)(C)C)CC4)C=C3)[C@H](C)C3=NC=CC=N3)=C/C=C\2N=C1N,"R)-6-((2-amino-3-methyl-N-(l-(pyrimidin-2-yl)ethyl)quinoline-6- carboxamido)methyl)-3',6'-dihydro-[3,4'-bipyridine]-r(2'H)-carboxylate",580,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,346,nan
Example 548a,CC1=CC2=C\C(C(=O)N(CC3=NC=C(C4=CCNCC4)C=C3)[C@H](C)C3=NC=CC=N3)=C/C=C\2N=C1N,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,347,nan
Example 548b,CC(=O)NC1=N/C2=CC=C(C(=O)N(CC3=NC=C(C4=CCN(C(C)=O)CC4)C=C3)[C@H](C)C3=NC=CC=N3)C=C2/C=C\1C,"(R)-2- acetamido-N-((r-acetyl-r,2',3',6'-tetrahydro-[3,4'-bipyridin|-6-yl)methyl)-3-methyl-N-(l-(pyrimidin-2- yl)ethyl)quinoline-6-carboxamide",nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,348,nan
Example 548,CC(=O)N1CC=C(C2=CN=C(CN(C(=O)C3=C/C=C4\N=C(N)C(C)=C\C4=C\3)[C@H](C)C3=NC=CC=N3)C=C2)CC1,"N-((l'-acetyl-1 ',2',3',6'-tetrahydro[3,4'-bipyridin]-6-yl)methyl)-2-amino-3- methyl-N-((lR)-l-(2-pyrimidinyl)ethyl)-6-quinolinecarboxamide",522,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,349,nan
Example 549a,CC1=CC2=C/C(C(=O)N(CC3=NC=C(Br)C=C3C)C(C)C3=NC=CC=N3)=C\C=C\2N=C1N,-Amino-N-((5-bromo-3-methylpyridin-2-yl)methyl)-3-methyl-N-(l-(pyrimidin-2- yl)ethyl)quinoline-6-carboxamide,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,350,nan
Example 549,CC1=CC2=C\C(C(=O)N(CC3=NC=C(C#N)C=C3C)[C@H](C)C3=NC=CC=N3)=C/C=C\2N=C1N,2-amino-N-((5-cyano-3-methyl-2-pyridinyl)methyl)-3-methyl-N-((lR)-l-(2- pyrimidinyl)ethyl)-6-quinolinecarboxamide,438,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,351,nan
Example 550,CC1=CC2=C\C(C(=O)N(CC3=CC=C(C(N)=O)C=N3)[C@H](C)C3=CC=CC=C3F)=C/C=C\2N=C1N,2-amino-N-((5-carbamoyl-2-pyridinyl)methyl)-N-((lR)-l-(2- fluorophenyl)ethyl)-3-methyl-6-quinolinecarboxamide,458,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,352,nan
Example 551a,CC(=O)NC1=N/C2=CC=C(C(=O)N(CC3=NC=C(C4=CCNCC4)C=C3)[C@H](C)C3=NC=CC=N3)C=C2/C=C\1C,"(R)-2-acetamido-3-methyl-N-(l-(pyrimidin-2-yl)ethyl)-N-((r,2',3',6'- tetrahydro-[3,4'-bipyridin]-6-yl)methyl)quinoline-6-carboxamide trihydrochloride",nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,353,nan
Example 551,COC(=O)N1CC=C(C2=CN=C(CN(C(=O)C3=C/C=C4\N=C(N)C(C)=C\C4=C\3)[C@H](C)C3=NC=CC=N3)C=C2)CC1,"methyl 6-((((2-amino-3-methyl-6-quinolinyl)carbonyl)((lR)-l-(2- pyrimidinyl)ethyl)amino)methyl)-3',6'-dihydro[3,4'-bipyridine]-l'(2'H)-carboxylate",538,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,354,nan
Example 552,CC(=O)N1CCC(C2=CN=C(CN(C(=O)C3=C/C=C4\N=C(N)C(C)=C\C4=C\3)[C@H](C)C3=NC=CC=N3)C=C2)CC1,N-((5-(l-acetyl-4-piperidinyl)-2-pyridinyl)methyl)-2-amino-3-methyl-N-((lR)- l-(2-pyrimidinyl)ethyl)-6-quinolinecarboxamide,524,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,355,nan
Example 553a,CC1=CC2=C/C(C(=O)N(CC3=NC=C(Br)N=C3)C(C)C3=NC=CC=N3)=C/C=C\2N=C1N,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,357,nan
Example 553,CC1=C/C2=CC(C(=O)N(CC3=NC=C(C#N)N=C3)[C@H](C)C3=NC=CC=N3)=CC=C2/N=C\1N,2-amino-N-((5-cyano-2-pyrazinyl)methyl)-3-methyl-N-((lR)-l-(2- pyrimidinyl)ethyl)-6-quinolinecarboxamide,425.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,358,nan
Example 554a,O=C(N(C(C)C1N=CC=CN=1)CC1=NN=C(Br)C=C1)C1=CC=C2C(=C1)C=C(C(=N2)*)C,(R)-2-(bis(4-methoxybenzyl)amino)-N-((6-bromopyridazin-3-yl)methyl)-3-methyl-N-(l- (pyrimidin-2-yl)ethyl)quinoline-6-carboxamide,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,359,nan
Example 554,CC1=CC2=C/C(C(=O)N(CC3=NN=C(N(C)C)C=C3)[C@H](C)C3=NC=CC=N3)=C\C=C\2N=C1N,(R)-2-amino-N-((6-(dimethylamino)pyridazin-3-yl)methyl)-3-methyl-N-(l- (pyrimidin-2-yl)ethyl)quinoline-6-carboxamide,443.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,360,nan
Example 555,CC1=CC2=C(/C=C\C(C(=O)N(CC3=CC=C(N4CCOCC4)N=N3)[C@H](C)C3=NC=CC=N3)=C/2)N=C1N,(R)-2-amino-3-methyl-N-((6-morpholinopyridazin-3-yl)methyl)-N-(l- (pyrimidin-2-yl)ethyl)quinoline-6-carboxamide,485.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,361,nan
Example 556a,CC1=CC2=C/C(C(=O)N(CC3=CC=C(Br)C=N3)C(C)C3=NC=CC=N3)=C/C=C\2N=C1N,2-Amino-N-((5-bromopyridin-2-yl)methyl)-3-methyl-N-(1-(pyrimidin-2-yl)ethyl)quinoline-6-carboxamide,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,364,nan
Example 556,CC1=CC2=C/C(C(=O)N(CC3=CC=C(N4CC5(COC5)C4)C=N3)[C@H](C)C3=NC=CC=N3)=C\C=C\2N=C1N,(R)-N-((5-(2-oxa-6-azaspiro[3.3]heptan-6-yl)pyridin-2-yl)methyl)-2-amino- 3-methyl-N-(l-(pyrimidin-2-yl)ethyl)quinoline-6-carboxamide,496.3,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,365,nan
Example 557a,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C4=CCOCC4)C=N3)C(C)C3=NC=CC=N3)=C/C=C\2N=C1N,"2-amino-N-((5-(3,6-dihydro-2H-pyran-4-yl)pyridin-2-yl)methyl)-3-methyl-N-(l-(pyrimidin-2- yl)ethyl)quinoline-6-carboxamide",nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,366,nan
Example 557,CC1=CC2=C\C(C(=O)N(CC3=CC=C(C4=CCOCC4)C=N3)[C@H](C)C3=NC=CC=N3)=C/C=C\2N=C1N,"(R)-2-amino-N-((5-(3,6-dihydro-2H-pyran-4-yl)pyridin-2-yl)methyl)-3- methyl-N-(l-(pyrimidin-2-yl)ethyl)quinoline-6-carboxamide",481.3,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,367,nan
Example 558,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C4=CCCOC4)C=N3)[C@H](C)C3=NC=CC=N3)=C\C=C\2N=C1N,"2-amino-N-((5-(5,6-dihydro-2H-pyran-3-yl)-2-pyridinyl)methyl)-3-methyl-N- ((lR)-l-(2-pyrimidinyl)ethyl)-6-quinolinecarboxamide",481.3,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,368,nan
Example 559,CC1=CC2=C\C(C(=O)N(CC3=CC=C(C4CCOCC4)C=N3)[C@H](C)C3=NC=CC=N3)=C/C=C\2N=C1N,2-amino-3-methyl-N-((lR)-l-(2-pyrimidinyl)ethyl)-N-((5-(tetrahydro-2H- pyran-4-yl)-2-pyridinyl)methyl)-6-quinolinecarboxamide,483,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,369,nan
Example 560a,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(=O)O)C=N3)CC3=NC=CC=C3F)=C\C=C\2N=C1N,6-((2-amino-N-((3-fluoropyridin-2-yl)methyl)-3-methylquinoline-6- carboxamido)methyl)nicotinic acid,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,370,nan
Example 560,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(=O)N(C)C)C=N3)CC3=NC=CC=C3F)=C/C=C\2N=C1N,2-amino-N-((5-(dimethylcarbamoyl)-2-pyridinyl)methyl)-N-((3-fluoro-2- pyridinyl)methyl)-3-methyl-6-quinolinecarboxamide,473,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,371,nan
Example 561a,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(=O)O)C=N3)[C@H](C)C3=NC=CC=C3F)=C\C=C\2N=C1N,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,372,nan
Example 561,CC1=CC2=C\C(C(=O)N(CC3=CC=C(C(=O)N(C)C)C=N3)[C@H](C)C3=NC=CC=C3F)=C/C=C\2N=C1N,2-amino-N-((5-(dimethylcarbamoyl)-2-pyridinyl)methyl)-N-((lR)-l-(3- fluoro-2-pyridinyl)ethyl)-3-methyl-6-quinolinecarboxamide,487,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,373,nan
Example 562a,FC(F)(F)C1=CN=C(CNCC2CCC2)C=C1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,374,nan
