compound_id,assay_id,cell_line,genotype,value_raw,value_num,unit,censor,assay_label,provenance_file,provenance_sheet,provenance_row,meas_kind,limit
219,assay.unknown.kras-activation-by-sos-no-gtp,,,9.08e-07,9.08e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,219,IC50,
220,assay.unknown.kras-activation-by-sos-no-gtp,,,1.91e-06,1.91e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,220,IC50,
221,assay.unknown.kras-activation-by-sos-no-gtp,,,4.81e-06,4.81e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,221,IC50,
222,assay.unknown.kras-activation-by-sos-no-gtp,,,1.35e-05,1.35e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,222,IC50,
223,assay.unknown.kras-activation-by-sos-no-gtp,,,7.18e-06,7.18e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,223,IC50,
224,assay.unknown.kras-activation-by-sos-no-gtp,,,9.37e-06,9.37e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,224,IC50,
225,assay.unknown.kras-activation-by-sos-no-gtp,,,4.68e-06,4.68e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,225,IC50,
226,assay.unknown.kras-activation-by-sos-no-gtp,,,0.24,0.24,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,226,IC50,
227,assay.unknown.kras-activation-by-sos-no-gtp,,,0.34,0.34,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,227,IC50,
228,assay.unknown.kras-activation-by-sos-no-gtp,,,1.43e-06,1.43e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,228,IC50,
229,assay.unknown.kras-activation-by-sos-no-gtp,,,0.29,0.29,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,229,IC50,
230,assay.unknown.kras-activation-by-sos-no-gtp,,,1.33e-05,1.33e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,230,IC50,
231,assay.unknown.kras-activation-by-sos-no-gtp,,,0.24,0.24,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,231,IC50,
232,assay.unknown.kras-activation-by-sos-no-gtp,,,4.04e-06,4.04e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,232,IC50,
233,assay.unknown.kras-activation-by-sos-no-gtp,,,1.61e-05,1.61e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,233,IC50,
234,assay.unknown.kras-activation-by-sos-no-gtp,,,9.21e-08,9.21e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,234,IC50,
235,assay.unknown.kras-activation-by-sos-no-gtp,,,5.27e-06,5.27e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,235,IC50,
236,assay.unknown.kras-activation-by-sos-no-gtp,,,0.17,0.17,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,236,IC50,
237,assay.unknown.kras-activation-by-sos-no-gtp,,,0.1,0.1,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,237,IC50,
238,assay.unknown.kras-activation-by-sos-no-gtp,,,2.16e-07,2.16e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,238,IC50,
239,assay.unknown.kras-activation-by-sos-no-gtp,,,1.43e-05,1.43e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,239,IC50,
240,assay.unknown.kras-activation-by-sos-no-gtp,,,7.57e-06,7.57e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,240,IC50,
241,assay.unknown.kras-activation-by-sos-no-gtp,,,1.31e-06,1.31e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,241,IC50,
242,assay.unknown.kras-activation-by-sos-no-gtp,,,3.01e-06,3.01e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,242,IC50,
243,assay.unknown.kras-activation-by-sos-no-gtp,,,4.18e-07,4.18e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,243,IC50,
244,assay.unknown.kras-activation-by-sos-no-gtp,,,4.44e-07,4.44e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,244,IC50,
245,assay.unknown.kras-activation-by-sos-no-gtp,,,9.18e-07,9.18e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,245,IC50,
246,assay.unknown.kras-activation-by-sos-no-gtp,,,0.44,0.44,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,246,IC50,
247,assay.unknown.kras-activation-by-sos-no-gtp,,,2.7e-06,2.7e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,247,IC50,
248,assay.unknown.kras-activation-by-sos-no-gtp,,,8.43e-06,8.43e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,248,IC50,
249,assay.unknown.kras-activation-by-sos-no-gtp,,,8.79e-06,8.79e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,249,IC50,
250,assay.unknown.kras-activation-by-sos-no-gtp,,,7.04e-08,7.04e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,250,IC50,
251,assay.unknown.kras-activation-by-sos-no-gtp,,,0.52,0.52,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,251,IC50,
252,assay.unknown.kras-activation-by-sos-no-gtp,,,1.03e-07,1.03e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,252,IC50,
253,assay.unknown.kras-activation-by-sos-no-gtp,,,5.8e-06,5.8e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,253,IC50,
254,assay.unknown.kras-activation-by-sos-no-gtp,,,3.45e-06,3.45e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,254,IC50,
255,assay.unknown.kras-activation-by-sos-no-gtp,,,3.9e-07,3.9e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,255,IC50,
256,assay.unknown.kras-activation-by-sos-no-gtp,,,1.35e-06,1.35e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,256,IC50,
257,assay.unknown.kras-activation-by-sos-no-gtp,,,8.52e-07,8.52e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,257,IC50,
258,assay.unknown.kras-activation-by-sos-no-gtp,,,2.45e-07,2.45e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,258,IC50,
259,assay.unknown.kras-activation-by-sos-no-gtp,,,8.5e-07,8.5e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,259,IC50,
260,assay.unknown.kras-activation-by-sos-no-gtp,,,5.68e-06,5.68e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,260,IC50,
261,assay.unknown.kras-activation-by-sos-no-gtp,,,1.1e-06,1.1e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,261,IC50,
262,assay.unknown.kras-activation-by-sos-no-gtp,,,5.11e-08,5.11e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,262,IC50,
263,assay.unknown.kras-activation-by-sos-no-gtp,,,3.24e-07,3.24e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,263,IC50,
264,assay.unknown.kras-activation-by-sos-no-gtp,,,4.61e-06,4.61e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,264,IC50,
265,assay.unknown.kras-activation-by-sos-no-gtp,,,1.11e-06,1.11e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,265,IC50,
266,assay.unknown.kras-activation-by-sos-no-gtp,,,3.74e-06,3.74e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,266,IC50,
267,assay.unknown.kras-activation-by-sos-no-gtp,,,1.78e-06,1.78e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,267,IC50,
268,assay.unknown.kras-activation-by-sos-no-gtp,,,1.89e-07,1.89e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,268,IC50,
269,assay.unknown.kras-activation-by-sos-no-gtp,,,1.35e-07,1.35e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,269,IC50,
270,assay.unknown.kras-activation-by-sos-no-gtp,,,9.8e-08,9.8e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,270,IC50,
271,assay.unknown.kras-activation-by-sos-no-gtp,,,7.59e-08,7.59e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,271,IC50,
272,assay.unknown.kras-activation-by-sos-no-gtp,,,2.5e-06,2.5e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,272,IC50,
273,assay.unknown.kras-activation-by-sos-no-gtp,,,3.83e-06,3.83e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,273,IC50,
274,assay.unknown.kras-activation-by-sos-no-gtp,,,2.14e-07,2.14e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,274,IC50,
275,assay.unknown.kras-activation-by-sos-no-gtp,,,8.37e-06,8.37e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,275,IC50,
276,assay.unknown.kras-activation-by-sos-no-gtp,,,2.16e-06,2.16e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,276,IC50,
277,assay.unknown.kras-activation-by-sos-no-gtp,,,2.63e-07,2.63e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,277,IC50,
278,assay.unknown.kras-activation-by-sos-no-gtp,,,0.43,0.43,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,278,IC50,
279,assay.unknown.kras-activation-by-sos-no-gtp,,,1.8e-07,1.8e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,279,IC50,
280,assay.unknown.kras-activation-by-sos-no-gtp,,,1.35e-07,1.35e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,280,IC50,
281,assay.unknown.kras-activation-by-sos-no-gtp,,,3.87e-07,3.87e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,281,IC50,
282,assay.unknown.kras-activation-by-sos-no-gtp,,,2.12e-07,2.12e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,282,IC50,
283,assay.unknown.kras-activation-by-sos-no-gtp,,,3.44e-07,3.44e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,283,IC50,
284,assay.unknown.kras-activation-by-sos-no-gtp,,,8.89e-07,8.89e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,284,IC50,
285,assay.unknown.kras-activation-by-sos-no-gtp,,,1.81e-07,1.81e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,285,IC50,
286,assay.unknown.kras-activation-by-sos-no-gtp,,,0.36,0.36,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,286,IC50,
287,assay.unknown.kras-activation-by-sos-no-gtp,,,5.76e-06,5.76e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,287,IC50,
288,assay.unknown.kras-activation-by-sos-no-gtp,,,2.47e-07,2.47e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,288,IC50,
289,assay.unknown.kras-activation-by-sos-no-gtp,,,2.73e-06,2.73e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,289,IC50,
290,assay.unknown.kras-activation-by-sos-no-gtp,,,1.59e-07,1.59e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,290,IC50,
291,assay.unknown.kras-activation-by-sos-no-gtp,,,2.23e-06,2.23e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,291,IC50,
292,assay.unknown.kras-activation-by-sos-no-gtp,,,4.13e-08,4.13e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,292,IC50,
293,assay.unknown.kras-activation-by-sos-no-gtp,,,8.26e-06,8.26e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,293,IC50,
294,assay.unknown.kras-activation-by-sos-no-gtp,,,8.58e-06,8.58e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,294,IC50,
295,assay.unknown.kras-activation-by-sos-no-gtp,,,2.78e-06,2.78e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,295,IC50,
296,assay.unknown.kras-activation-by-sos-no-gtp,,,1.18e-05,1.18e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,296,IC50,
297,assay.unknown.kras-activation-by-sos-no-gtp,,,8.08e-08,8.08e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,297,IC50,
298,assay.unknown.kras-activation-by-sos-no-gtp,,,5.88e-08,5.88e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,298,IC50,
299,assay.unknown.kras-activation-by-sos-no-gtp,,,1.88e-06,1.88e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,299,IC50,
300,assay.unknown.kras-activation-by-sos-no-gtp,,,5.08e-06,5.08e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,300,IC50,
301,assay.unknown.kras-activation-by-sos-no-gtp,,,1.93e-06,1.93e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,301,IC50,
302,assay.unknown.kras-activation-by-sos-no-gtp,,,1.54e-06,1.54e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,302,IC50,
303,assay.unknown.kras-activation-by-sos-no-gtp,,,8.89e-07,8.89e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,303,IC50,
304,assay.unknown.kras-activation-by-sos-no-gtp,,,3.99e-07,3.99e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,304,IC50,
305,assay.unknown.kras-activation-by-sos-no-gtp,,,5.84e-08,5.84e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,305,IC50,
306,assay.unknown.kras-activation-by-sos-no-gtp,,,7.94e-06,7.94e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,306,IC50,
307,assay.unknown.kras-activation-by-sos-no-gtp,,,7.8e-07,7.8e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,307,IC50,
308,assay.unknown.kras-activation-by-sos-no-gtp,,,2.2e-07,2.2e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,308,IC50,
309,assay.unknown.kras-activation-by-sos-no-gtp,,,8.8e-07,8.8e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,309,IC50,
310,assay.unknown.kras-activation-by-sos-no-gtp,,,5.76e-06,5.76e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,310,IC50,
311,assay.unknown.kras-activation-by-sos-no-gtp,,,8.29e-07,8.29e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,311,IC50,
312,assay.unknown.kras-activation-by-sos-no-gtp,,,7.32e-08,7.32e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,312,IC50,
313,assay.unknown.kras-activation-by-sos-no-gtp,,,1.5e-07,1.5e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,313,IC50,
314,assay.unknown.kras-activation-by-sos-no-gtp,,,9.01e-08,9.01e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,314,IC50,
315,assay.unknown.kras-activation-by-sos-no-gtp,,,1.28e-06,1.28e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,315,IC50,
316,assay.unknown.kras-activation-by-sos-no-gtp,,,3.98e-07,3.98e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,316,IC50,
317,assay.unknown.kras-activation-by-sos-no-gtp,,,8.84e-08,8.84e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,317,IC50,
318,assay.unknown.kras-activation-by-sos-no-gtp,,,2.21e-07,2.21e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,318,IC50,
319,assay.unknown.kras-activation-by-sos-no-gtp,,,1.27e-07,1.27e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,319,IC50,
320,assay.unknown.kras-activation-by-sos-no-gtp,,,3.49e-06,3.49e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,320,IC50,
321,assay.unknown.kras-activation-by-sos-no-gtp,,,1.28e-05,1.28e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,321,IC50,
322,assay.unknown.kras-activation-by-sos-no-gtp,,,2.68e-07,2.68e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,322,IC50,
323,assay.unknown.kras-activation-by-sos-no-gtp,,,6.84e-08,6.84e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,323,IC50,
324,assay.unknown.kras-activation-by-sos-no-gtp,,,8.84e-06,8.84e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,324,IC50,
325,assay.unknown.kras-activation-by-sos-no-gtp,,,4.38e-07,4.38e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,325,IC50,
326,assay.unknown.kras-activation-by-sos-no-gtp,,,2.77e-08,2.77e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,326,IC50,
327,assay.unknown.kras-activation-by-sos-no-gtp,,,2.56e-06,2.56e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,327,IC50,
328,assay.unknown.kras-activation-by-sos-no-gtp,,,8.89e-07,8.89e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,328,IC50,
329,assay.unknown.kras-activation-by-sos-no-gtp,,,1.06e-05,1.06e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,329,IC50,
330,assay.unknown.kras-activation-by-sos-no-gtp,,,5.47e-07,5.47e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,330,IC50,
331,assay.unknown.kras-activation-by-sos-no-gtp,,,3.17e-06,3.17e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,331,IC50,
332,assay.unknown.kras-activation-by-sos-no-gtp,,,1.14e-05,1.14e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,332,IC50,
333,assay.unknown.kras-activation-by-sos-no-gtp,,,1.48e-05,1.48e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,333,IC50,
334,assay.unknown.kras-activation-by-sos-no-gtp,,,1.41e-06,1.41e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,334,IC50,
335,assay.unknown.kras-activation-by-sos-no-gtp,,,5.64e-07,5.64e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,335,IC50,
336,assay.unknown.kras-activation-by-sos-no-gtp,,,1.99e-06,1.99e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,336,IC50,
337,assay.unknown.kras-activation-by-sos-no-gtp,,,1.35e-06,1.35e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,337,IC50,
338,assay.unknown.kras-activation-by-sos-no-gtp,,,1.39e-06,1.39e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,338,IC50,
339,assay.unknown.kras-activation-by-sos-no-gtp,,,1.99e-06,1.99e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,339,IC50,
340,assay.unknown.kras-activation-by-sos-no-gtp,,,1.39e-06,1.39e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,340,IC50,
341,assay.unknown.kras-activation-by-sos-no-gtp,,,1.22e-05,1.22e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,341,IC50,
342,assay.unknown.kras-activation-by-sos-no-gtp,,,1.13e-06,1.13e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,342,IC50,
343,assay.unknown.kras-activation-by-sos-no-gtp,,,4.33e-06,4.33e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,343,IC50,
344,assay.unknown.kras-activation-by-sos-no-gtp,,,1.86e-06,1.86e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,344,IC50,
345,assay.unknown.kras-activation-by-sos-no-gtp,,,2.94e-05,2.94e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,345,IC50,
346,assay.unknown.kras-activation-by-sos-no-gtp,,,5.76e-07,5.76e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,346,IC50,
347,assay.unknown.kras-activation-by-sos-no-gtp,,,0.48,0.48,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,347,IC50,
348,assay.unknown.kras-activation-by-sos-no-gtp,,,7.53e-07,7.53e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,348,IC50,
349,assay.unknown.kras-activation-by-sos-no-gtp,,,7.4e-07,7.4e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,349,IC50,
350,assay.unknown.kras-activation-by-sos-no-gtp,,,8.5e-07,8.5e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,350,IC50,
351,assay.unknown.kras-activation-by-sos-no-gtp,,,1.31e-06,1.31e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,351,IC50,
352,assay.unknown.kras-activation-by-sos-no-gtp,,,1.82e-05,1.82e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,352,IC50,
353,assay.unknown.kras-activation-by-sos-no-gtp,,,4.53e-07,4.53e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,353,IC50,
354,assay.unknown.kras-activation-by-sos-no-gtp,,,8.77e-07,8.77e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,354,IC50,
355,assay.unknown.kras-activation-by-sos-no-gtp,,,7.14e-07,7.14e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,355,IC50,
356,assay.unknown.kras-activation-by-sos-no-gtp,,,9.33e-07,9.33e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,356,IC50,
357,assay.unknown.kras-activation-by-sos-no-gtp,,,6.92e-08,6.92e-08,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,357,IC50,
358,assay.unknown.kras-activation-by-sos-no-gtp,,,2.45e-06,2.45e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,358,IC50,
359,assay.unknown.kras-activation-by-sos-no-gtp,,,2.99e-07,2.99e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,359,IC50,
360,assay.unknown.kras-activation-by-sos-no-gtp,,,1.99e-07,1.99e-07,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,360,IC50,
361,assay.unknown.kras-activation-by-sos-no-gtp,,,8.8e-06,8.8e-06,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,361,IC50,
362,assay.unknown.kras-activation-by-sos-no-gtp,,,0.3,0.3,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,362,IC50,
363,assay.unknown.kras-activation-by-sos-no-gtp,,,1.72e-05,1.72e-05,M,,KRAS-Activation by SOS no GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,363,IC50,
