compound_id,iupac_name,smiles_raw,KRAS-SOS1 Interaction,KRAS-Activation by SOS high GTP,KRAS-Activation by SOS no GTP,EGFR kinase inhibition IC50,provenance_file,provenance_sheet,provenance_row
226,"2-[1-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}furan-2-yl)-1H-pyrazol-3-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(O1)N1N=C(C=C1)CCO,0.43,0.37,0.24,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,227
227,"5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}pyridin-2(1H)-one",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=CC(NC1)=O,0.43,0.24,0.34,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,228
228,"6,7-dimethoxy-2-methyl-N-[1-(3-phenoxyphenyl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC(=CC=C1)OC1=CC=CC=C1,5.89e-07,6.47e-07,1.43e-06,3.41e-07,data/bronze/artifacts/2018_raw.xlsx,Sheet1,229
229,"N-[1-(2,1,3-benzothiadiazol-5-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",N=1SN=C2C1C=CC(=C2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,8.95e-06,7.82e-06,0.29,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,230
230,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(quinolin-8-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=CC=C2C=CC=NC12,4.9e-06,6.89e-06,1.33e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,231
231,"N-{1-[5-(cyclopent-1-en-1-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(=CCCC1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.56,0.53,0.24,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,232
232,"N-{1-[5-(2-ethoxyphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C)OC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,9.01e-06,9.29e-06,4.04e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,233
233,"N-{1-[5-(4-fluoronaphthalen-1-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",FC1=CC=C(C2=CC=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.04e-05,2.08e-06,1.61e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,234
234,"N-[1-{5-[2-(aminomethyl)-4-fluorophenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC(=C1)F)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,7.58e-08,6.54e-08,9.21e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,235
235,"N-{1-[5-(3,6-dihydro-2H-pyran-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",O1CCC(=CC1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,5.47e-06,4.72e-06,5.27e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,236
236,"tert-butyl{[5-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)furan-2-yl]methyl}carbamate",C(C)(C)(C)OC(NCC=1OC(=CC1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,0.37,3.82e-06,0.17,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,237
237,"methyl3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1-methyl-1H-pyrazole-5-carboxylate",COC(=O)C1=CC(=NN1C)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.31,0.32,0.1,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,238
238,"N-{1-[5-(2-{[3-(dimethylamino)pyrrolidin-1-yl]methyl}phenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",CN(C1CN(CC1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,8.18e-08,2.17e-07,2.16e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,239
239,"N-[1-(5-bromothiophen-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",BrC1=CC(=CS1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,7.07e-06,3.83e-06,1.43e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,240
240,"2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C(=O)N)C=CC=C1,3.21e-06,3.19e-06,7.57e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,241
241,"3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C(=O)N)C=CC1,1.12e-06,1.44e-06,1.31e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,242
242,"4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)N)C=C1,1.83e-06,1.59e-06,3.01e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,243
243,"N-{1-[5-(2-aminophenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.52e-07,3.25e-07,4.18e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,244
244,"[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]methanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)CO,2.82e-07,4.01e-07,4.44e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,245
245,"2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzonitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C#N)C=CC=C1,5.92e-07,9e-07,9.18e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,246
246,"N-{1-[5-(1H-indazol-7-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1N=CC2=CC=CC(=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,7.59e-06,4.21e-06,0.44,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,247
247,"N-{1-[5-(1H-indazol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1N=CC2=C(C=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,5.91e-07,8.8E-07,2.7e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,248
248,"N-{1-[5-(2-ethenylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(=C)C1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.49e-06,8.98e-06,8.43e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,249
249,"2-(4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]acetamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=NN(C1)CC(=O)N,6.1e-06,5.31e-06,8.79e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,250
250,"6,7-dimethoxy-2-methyl-N-[1-(5-(2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CNC,5.8e-08,5.81e-08,7.04e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,251
251,"2-(4-(4-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=C(SC1)C=1C=NN(C1)CCO,4.57e-06,5.84e-06,0.52,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,252
252,"N-[1-{5-[2-(aminomethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,8.92e-08,7.41e-08,1.03e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,253
253,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1=C2N(C(=C1)C1=CC(=CS1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,1.31e-06,2.33e-06,5.8e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,254
254,"6,7-dimethoxy-2-methyl-N-[1-(5-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}thiophen-3-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CSC(=C1)C=1C=NN(C1)CCN1CCCC1,8.14e-07,1.59e-06,3.45e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,255
255,"N-[1-{5-[2-(aminomethyl)-4-fluorophenyl]thiophen-3-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC(=C1)F)C1=CC(=CS1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.48e-07,3.17e-07,3.9e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,256
256,"2-[4-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=NN(C1)CCO,4.73e-07,8.28e-07,1.35e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,257
257,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(3-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}phenyl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NN(C1)CCN1CCCC1,3.83e-07,7.54e-07,8.52e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,258
258,"N-{(1R)-1-[2'-(aminomethyl)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.84e-07,1.9e-07,2.45e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,259
259,"N-[1-{5-[2-(aminomethyl)phenyl]thiophen-3-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC(=CS1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,4.82e-07,4.35e-07,8.5e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,260
260,"N-{(1R)-1-[3-(aminomethyl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,4.88e-06,2.04e-06,5.68e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,261
261,"N-{(1R)-1-[3-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1=C2N(C(=C1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,8.39e-07,8.73e-07,1.1e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,262
262,"N-[1-(5-{2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",CN(C)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,4.83e-08,4.49e-08,5.11e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,263
263,"6,7-dimethoxy-2-methyl-N-[1-(5-(2-[(methylamino)methyl]phenyl}thiophen-3-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CSC(=C1)C1=C(C=CC=C1)CNC,2.37e-07,2.32e-07,3.24e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,264
264,"N-[1-(4-bromothiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",BrC=1C=C(SC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,5.94e-06,1.67e-06,4.61e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,265
265,"N-[1-{5-[3-(aminomethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC=1C=C(C=CC1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.77e-06,1.47e-06,1.11e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,266
266,"N-[1-{5-[4-(aminomethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=CC=C(C=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,3.61e-06,1.78e-06,3.74e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,267
267,"6,7-dimethoxy-2-methyl-N-[1-(4-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-3-yl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC=C(C1)C1=NN(C=C1)CCN1CCCC1,3.39e-06,1.52e-06,1.78e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,268
268,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{2'-[(methylamino)methyl]biphenyl-3-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)CNC,1.88e-07,1.51e-07,1.89e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,269
269,"N-[1-{4-[2-(aminomethyl)-4-fluorophenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC(=C1)F)C=1C=C(SC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.62e-07,1.15e-07,1.35e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,270
270,"N-[1-{4-[2-(aminomethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C=1C=C(SC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,9.14e-08,8.22e-08,9.8e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,271
271,"6,7-dimethoxy-2-methyl-N-[1-(4-{2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC=C(C1)C1=C(C=CC=C1)CNC,6.05e-08,7.28e-08,7.59e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,272
272,"N-{1-[4-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1=C2N(C(=C1)C=1C=C(SC1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,1.82e-06,1.58e-06,2.5e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,273
273,"2-[3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-3-yl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC(=CS1)C1=NN(C=C1)CCO,2.32e-06,2.38e-06,3.83e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,274
274,"N-{(1R)-1-[2'-(aminomethyl)-4'-fluorobiphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC(=C1)F)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.3e-07,1.41e-07,2.14e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,275
275,"N-[1-{5-[5-(aminomethyl)furan-2-yl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=CC=C(O1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.8e-06,2.97e-06,8.37e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,276
276,"N-{1-[5'-(aminomethyl)-2,2'-bithiophen-5-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=CC=C(S1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.41e-06,1.88e-06,2.16e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,277
277,"2-{[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]amino}-1-(1H-indol-3-yl)ethanone",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNCC(=O)C2=CNC3=CC=CC=C23)C=CC=C1,2.14e-07,2.37e-07,2.63e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,278
278,"3-amino-4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1-benzothiophene-2-carboxamide",NC1=C(SC2=C1C(=CC=C2)C=2SC(=CC2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C)C(=O)N,1.25e-05,3.71e-06,0.43,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,279
279,"2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]glycinamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CC(N)C(=O)N)C=CC=C1,1.76e-07,1.88e-07,1.8e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,280
280,"2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]-N,N-dimethylglycinamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CC(N)C(=O)N(C)C)C=CC=C1,1.48e-07,1.29e-07,1.35e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,281
281,"methylN-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]glycinate",COC(CNCC1=C(C=CC=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,5.59e-07,4.47e-07,3.87e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,282
282,"2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]-N-methylglycinamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CC(N)C(=O)NC)C=CC=C1,2.57e-07,2.65e-07,2.12e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,283
283,"2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]-N-(2-methoxyethyl)glycinamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CC(N)C(=O)NCCOC)C=CC=C1,4.18e-07,3.71e-07,3.44e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,284
284,"N-benzyl-2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]glycinamide",C(C1=CC=CC=C1)NC(C(N)CC1=C(C=CC=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,1.06e-06,8.79e-07,8.89e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,285
285,"2-{[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]amino}-1-(morpholin-4-yl)ethanone",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNCC(=O)N2CCOCC2)C=CC=C1,2.03e-07,1.58e-07,1.81e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,286
286,"3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1,5-dimethyl-1H-pyrrole-2-carbonitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(N(C(=C1)C)C)C#N,1.87e-05,1.74e-05,0.36,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,287
287,"5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-2,3'-bithiophene-4'-carbonitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CSC=C1C#N,5.88e-06,1.88e-06,5.76e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,288
288,"N-[1-(5-{2-[(diethylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C)N(CC)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.7e-07,1.4e-07,2.47e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,289
289,"2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]-N-phenylglycinamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CC(N)C(=O)NC2=CC=CC=C2)C=CC=C1,2.11e-06,1.18e-06,2.73e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,290
290,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]piperidine-3-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CN2CC(CCC2)C(=O)N)C=CC=C1,1.76e-07,1.16e-07,1.59e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,291
291,"N-{1-[5-(2-{[(2,2-difluoroethyl)(methyl)amino]methyl}phenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",FC(CN(C)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)F,1.12e-06,1.32e-06,2.23e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,292
292,"N-[1-{5-[2-(aminomethyl)-5-chlorophenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=C(C=C1)Cl)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,3.15e-08,3.87e-08,4.13e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,293
293,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-1H-imidazole-2-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNC(=O)C=2NC=CN2)C=C(C=C1)F,2.75e-06,3.92e-06,8.26e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,294
294,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-1H-imidazole-5-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNC(=O)C2=CN=CN2)C=C(C=C1)F,3.1e-06,3.93e-06,8.58e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,295
295,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-N&lt;sup&gt;2&lt;/sup&gt;-(2,2,2-trifluoroethyl)glycinamide",nan,9.8e-07,1.47e-06,2.78e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,296
